dc,ps,gc,electors,0830,0930,1030,1130,1230,1330,1430,1530,1630,1730,1830,1930,2030,2130,2230
R,R2901,LC5,"13,820 ",96 ,363 ,740 ,"1,254 ","1,775 ","2,305 ","2,810 ","3,314 ","3,840 ","4,299 ","4,772 ","5,316 ","5,785 ","6,345 ","6,897 "
R,R3001,LC5,"6,907 ",58 ,201 ,417 ,673 ,858 ,"1,164 ","1,419 ","1,651 ","1,889 ","2,129 ","2,362 ","2,652 ","2,908 ","3,169 ","3,478 "
R,R3002,LC5,"3,625 ",18 ,86 ,179 ,329 ,473 ,629 ,752 ,899 ,"1,071 ","1,218 ","1,373 ","1,528 ","1,678 ","1,850 ","2,038 "
R,R3101,LC5,"13,210 ",71 ,308 ,623 ,"1,034 ","1,472 ","1,886 ","2,258 ","2,647 ","3,044 ","3,489 ","3,961 ","4,406 ","4,825 ","5,322 ","5,758 "
R,R3201,LC5,"9,340 ",42 ,193 ,431 ,698 ,982 ,"1,260 ","1,513 ","1,772 ","2,070 ","2,336 ","2,636 ","2,941 ","3,187 ","3,418 ","3,705 "
R,R3202,LC5,"5,955 ",71 ,188 ,349 ,542 ,787 ,"1,002 ","1,161 ","1,336 ","1,528 ","1,764 ","1,961 ","2,155 ","2,353 ","2,514 ","2,686 "
R,R3301,LC5,"11,731 ",62 ,247 ,589 ,"1,000 ","1,447 ","1,920 ","2,452 ","2,813 ","3,323 ","3,716 ","4,164 ","4,631 ","5,033 ","5,544 ","6,163 "
R,R3401,LC5,"8,406 ",82 ,224 ,449 ,761 ,"1,071 ","1,384 ","1,712 ","1,968 ","2,267 ","2,569 ","2,876 ","3,238 ","3,506 ","3,758 ","4,071 "
R,R3402,LC5,"2,448 ",14 ,60 ,146 ,218 ,280 ,339 ,407 ,474 ,534 ,599 ,666 ,742 ,805 ,859 ,902 
R,R3501,LC5,"9,484 ",48 ,168 ,403 ,715 ,"1,089 ","1,467 ","1,793 ","2,159 ","2,490 ","2,850 ","3,191 ","3,598 ","3,907 ","4,215 ","4,565 "
R,R3601,LC5,"6,269 ",45 ,177 ,366 ,617 ,904 ,"1,206 ","1,517 ","1,824 ","2,116 ","2,400 ","2,692 ","3,048 ","3,296 ","3,532 ","3,909 "
R,R3602,LC5,"2,058 ",25 ,71 ,126 ,201 ,262 ,318 ,371 ,417 ,477 ,533 ,583 ,658 ,710 ,772 ,819 
R,R3701,LC5,"10,161 ",71 ,244 ,517 ,747 ,"1,165 ","1,568 ","1,954 ","2,353 ","2,764 ","3,146 ","3,589 ","3,964 ","4,317 ","4,730 ","5,157 "
R,R3801,LC5,"8,972 ",79 ,234 ,480 ,804 ,"1,109 ","1,381 ","1,660 ","1,895 ","2,162 ","2,432 ","2,674 ","2,983 ","3,241 ","3,508 ","3,734 "
U,U0104,LC5,9 ,,,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 
